"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price.n","gross.sqft","land.sqft","years.built","cs.pricePERsqft"
"7432",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",188,58,NA," A1 "," 36 ALASKA STREET ","   "," 10310 ",1,0,1,1," A1 ",42418,317000,1650,4600,1920,192.121212121212
"7433",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",188,85,NA," A9 "," 11 TRINITY PLACE ","   "," 10310 ",1,0,1,1," A9 ",42585,294060,2352,4000,1899,125.025510204082
"7434",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",194,60,NA," A1 "," 3 WYGANT PLACE ","   "," 10302 ",1,0,1,1," A1 ",42577,64896,740,1798,1899,87.6972972972973
"7435",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",194,74,NA," A1 "," 8 WYGANT PLACE ","   "," 10302 ",1,0,1,1," A1 ",42480,95000,1136,2030,1899,83.6267605633803
"7436",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",196,29,NA," A1 "," 133 ALASKA STREET ","   "," 10310 ",1,0,1,1," A1 ",42632,285000,1235,3100,1920,230.769230769231
"7438",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",198,29,NA," A5 "," 15 PARIS COURT ","   "," 10310 ",1,0,1,1," A5 ",42565,342500,1260,3580,2003,271.825396825397
"7439",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",198,66,NA," A1 "," 20 TRINITY PLACE ","   "," 10310 ",1,0,1,1," A1 ",42598,340000,1488,7350,1899,228.494623655914
"7440",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",198,265,NA," A1 "," 9 TAYLOR COURT ","   "," 10310 ",1,0,1,1," A1 ",42443,132000,864,2170,1899,152.777777777778
"7441",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",200,21,NA," A1 "," 67 BODINE STREET ","   "," 10310 ",1,0,1,1," A1 ",42625,400500,1554,3081,2016,257.722007722008
"7443",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",204,24,NA," A1 "," 211 CLOVE ROAD ","   "," 10310 ",1,0,1,1," A1 ",42478,330000,1596,2673,1899,206.766917293233
"7444",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",212,8,NA," A1 "," 205 DONGAN STREET ","   "," 10310 ",1,0,1,1," A1 ",42641,360000,1676,4138,1925,214.797136038186
"7445",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",212,52,NA," A1 "," 214 TAYLOR STREET ","   "," 10310 ",1,0,1,1," A1 ",42537,200000,1985,3250,1930,100.755667506297
"7446",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",212,66,NA," A1 "," 240 TAYLOR STREET ","   "," 10310 ",1,0,1,1," A1 ",42607,340000,1380,3125,1930,246.376811594203
"7447",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",212,66,NA," A1 "," 240 TAYLOR STREET ","   "," 10310 ",1,0,1,1," A1 ",42436,285000,1380,3125,1930,206.521739130435
"7448",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",215,83,NA," S1 "," 725 POST AVENUE ","   "," 10310 ",1,1,2,1," S1 ",42524,385000,2360,5200,1931,163.135593220339
"7449",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",215,92,NA," A1 "," 745 POST AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42439,252500,1125,3850,1899,224.444444444444
"7450",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",216,7,NA," A1 "," 97 CAROLINE STREET ","   "," 10310 ",1,0,1,1," A1 ",42692,310284,1350,5840,1899,229.84
"7451",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",216,7,NA," A1 "," 97 CAROLINE STREET ","   "," 10310 ",1,0,1,1," A1 ",42527,500274,1350,5840,1899,370.573333333333
"7452",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",217,61,NA," A1 "," 561 DELAFIELD AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42535,370000,1680,3725,1899,220.238095238095
"7453",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",219,7,NA," A1 "," 173 ELIZABETH STREET ","   "," 10310 ",1,0,1,1," A1 ",42704,379800,1693,4400,1920,224.335499113999
"7454",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",220,37,NA," A1 "," 170 MYRTLE AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42450,335000,1440,6875,1930,232.638888888889
"7456",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",221,11,NA," A1 "," 137 ROE STREET ","   "," 10310 ",1,0,1,1," A1 ",42625,405000,1180,3800,1920,343.220338983051
"7459",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",222,86,NA," A2 "," 144 ROE STREET ","   "," 10310 ",1,0,1,1," A2 ",42606,319000,682,2886,1945,467.741935483871
"7460",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",223,3,NA," A5 "," 449 CLOVE ROAD ","   "," 10310 ",1,0,1,1," A5 ",42621,112500,1120,1246,1899,100.446428571429
"7461",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",223,4,NA," A5 "," 447 CLOVE ROAD ","   "," 10310 ",1,0,1,1," A5 ",42621,112500,1120,1456,1899,100.446428571429
"7462",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",223,10,NA," A1 "," 429 CLOVE ROAD ","   "," 10310 ",1,0,1,1," A1 ",42508,525000,1825,15000,1899,287.671232876712
"7463",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",223,100,NA," A5 "," 330 TAYLOR STREET ","   "," 10310 ",1,0,1,1," A5 ",42607,300000,1760,1400,1991,170.454545454545
"7464",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",226,13,NA," A5 "," 43 LYCEUM COURT ","   "," 10310 ",1,0,1,1," A5 ",42608,139000,1176,1190,2001,118.197278911565
"7465",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",226,20,NA," A5 "," 21 LYCEUM COURT ","   "," 10310 ",1,0,1,1," A5 ",42571,161458,1176,1036,2001,137.294217687075
"7466",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",226,37,NA," A5 "," 18 GUINEVERE LANE ","   "," 10310 ",1,0,1,1," A5 ",42488,295000,1176,1162,2001,250.850340136054
"7467",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",226,85,NA," A5 "," 59 LYCEUM COURT ","   "," 10310 ",1,0,1,1," A5 ",42724,325000,1176,1288,2001,276.360544217687
"7468",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",227,94,NA," A2 "," 25 CORNELL AVENUE ","   "," 10310 ",1,0,1,1," A2 ",42740,375000,960,4550,1945,390.625
"7469",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",228,18,NA," A5 "," 45 BROOKS PLACE ","   "," 10310 ",1,0,1,1," A5 ",42720,355000,1066,1656,1988,333.020637898687
"7470",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",229,7,NA," A5 "," 34 DISOSWAY PLACE ","   "," 10310 ",1,0,1,1," A5 ",42590,382000,1000,2042,2001,382
"7471",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",230,33,NA," A1 "," 752 DELAFIELD AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42529,450000,2212,14850,1901,203.435804701627
"7472",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",231,12,NA," A1 "," 15 MANOR ROAD ","   "," 10310 ",1,0,1,1," A1 ",42481,214376,1182,2800,1935,181.36717428088
"7473",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",231,41,NA," A1 "," 1053 FOREST AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42640,375000,1640,3250,1932,228.658536585366
"7476",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",235,32,NA," A1 "," 860 DELAFIELD AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42521,529000,1664,5000,1945,317.908653846154
"7477",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",235,39,NA," A1 "," 126 GREENLEAF AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42626,395000,1188,7500,1945,332.491582491583
"7478",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",236,53,NA," A1 "," 20 GREENLEAF AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42453,365000,1204,5600,1920,303.156146179402
"7479",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",236,66,NA," A1 "," 42 GREENLEAF AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42418,367000,1520,10000,1901,241.447368421053
"7480",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",236,80,NA," A5 "," 153 MARION STREET ","   "," 10310 ",1,0,1,1," A5 ",42620,315000,1440,2112,1987,218.75
"7481",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",238,26,NA," A1 "," 72 DUBOIS AVENUE ","   "," 10310 ",1,0,1,1," A1 ",42706,425000,1400,2900,1901,303.571428571429
"7482",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",238,78,NA," A2 "," 295 JEWETT AVENUE ","   "," 10302 ",1,0,1,1," A2 ",42688,329000,888,5751,1950,370.495495495496
"7484",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",238,231,NA," A5 "," 405 JEWETT AVENUE ","   "," 10302 ",1,0,1,1," A5 ",42625,379177,1304,2950,1930,290.77990797546
"7485",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",238,237,NA," A5 "," 391 JEWETT AVENUE ","   "," 10302 ",1,0,1,1," A5 ",42530,313933,1304,2064,1930,240.746165644172
"7487",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",238,262,NA," A5 "," 345 JEWETT AVENUE ","   "," 10302 ",1,0,1,1," A5 ",42500,330000,1248,2536,1960,264.423076923077
"7490",5," WEST NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",238,302,NA," A5 "," 299 JEWETT AVENUE ","   "," 10302 ",1,0,1,1," A5 ",42501,250000,1152,2660,1960,217.013888888889
"7491",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",101,550,NA," B9 "," 571 CASTLETON AVENUE ","   "," 10301 ",2,0,2,1," B9 ",42590,575000,1890,2910,1999,304.232804232804
"7492",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",125,9,NA," B3 "," 359 CASTLETON AVENUE ","   "," 10301 ",2,0,2,1," B3 ",42640,399000,1416,3192,1940,281.779661016949
"7494",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",131,30,NA," B3 "," 74 RIDGEWOOD PLACE ","   "," 10301 ",2,0,2,1," B3 ",42697,600000,1864,2500,1920,321.888412017167
"7495",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",131,30,NA," B3 "," 74 RIDGEWOOD PLACE ","   "," 10301 ",2,0,2,1," B3 ",42436,200000,1864,2500,1920,107.296137339056
"7496",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",135,41,NA," B2 "," 504 KISSEL AVENUE ","   "," 10301 ",2,0,2,1," B2 ",42696,650000,2064,3465,1920,314.922480620155
"7497",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",136,40,NA," B2 "," 460 HOYT AVENUE ","   "," 10301 ",2,0,2,1," B2 ",42510,545000,1460,5250,1955,373.287671232877
"7498",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",144,18,NA," B1 "," 18 NORTH MADA AVENUE ","   "," 10310 ",2,0,2,1," B1 ",42482,480000,2112,5628,1965,227.272727272727
"7499",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",151,43,NA," B2 "," 316 DAVIS AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42675,425000,2000,5375,1993,212.5
"7501",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",155,1,NA," S2 "," 315 OAKLAND AVENUE ","   "," 10310 ",2,1,3,1," S2 ",42677,635000,3575,3750,1930,177.622377622378
"7503",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",157,168,NA," B2 "," 629 HENDERSON AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42569,385000,2288,3219,1920,168.269230769231
"7504",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",158,41,NA," B9 "," 68 ELM STREET ","   "," 10310 ",2,0,2,1," B9 ",42579,217504,1215,2040,2002,179.015637860082
"7505",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",158,42,NA," B9 "," 70 ELM STREET ","   "," 10310 ",2,0,2,1," B9 ",42439,305000,1215,2055,2002,251.028806584362
"7506",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",158,43,NA," B9 "," 72 ELM STREET ","   "," 10310 ",2,0,2,1," B9 ",42451,621566,1215,2055,2002,511.57695473251
"7508",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",158,163,NA," B2 "," 83 NORTH BURGHER AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42446,375000,1728,5500,1910,217.013888888889
"7509",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",158,171,NA," B2 "," 67 NORTH BURGHER AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42467,625000,2363,3455,2004,264.494286923402
"7511",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",159,14,NA," B2 "," 210 OAKLAND AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42632,185000,1992,5635,1910,92.8714859437751
"7513",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",160,104,NA," B2 "," 193 ELM STREET ","   "," 10310 ",2,0,2,1," B2 ",42457,190000,2342,2625,1910,81.1272416737831
"7514",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",161,85,NA," B2 "," 233 NORTH BURGHER AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42690,190000,1874,5220,1920,101.387406616862
"7515",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",161,111,NA," B1 "," 185 NORTH BURGHER AVENUE ","   "," 10310 ",2,0,2,1," B1 ",42570,196000,2366,4225,1925,82.8402366863905
"7516",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",164,118,NA," B2 "," 465 BEMENT AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42682,726500,2488,6000,1905,292.001607717042
"7518",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",174,41,NA," S2 "," 731 HENDERSON AVENUE ","   "," 10310 ",2,1,3,1," S2 ",42640,1070000,2700,3300,2005,396.296296296296
"7520",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",175,87,NA," B2 "," 161 CAMPBELL AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42571,345000,2032,6250,1905,169.783464566929
"7521",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",178,46,NA," B2 "," 296 NORTH BURGHER AVENUE "," 94 "," 10310 ",2,0,2,1," B2 ",42716,480000,4108,6867,1910,116.845180136319
"7526",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",180,18,NA," B2 "," 426 CARY AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42549,390000,2304,6688,1910,169.270833333333
"7527",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",180,69,NA," B2 "," 27 SENECA STREET ","   "," 10310 ",2,0,2,1," B2 ",42478,277000,2424,4125,1930,114.273927392739
"7529",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",181,24,NA," B2 "," 50 SENECA STREET ","   "," 10310 ",2,0,2,1," B2 ",42614,330000,2191,3775,1940,150.616157005933
"7531",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",187,14,NA," B9 "," 33 ALASKA STREET ","   "," 10310 ",2,0,2,1," B9 ",42593,137700,1296,3100,2003,106.25
"7534",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",197,95,NA," B2 "," 122 ALASKA STREET ","   "," 10310 ",2,0,2,1," B2 ",42578,288000,2112,3074,2004,136.363636363636
"7535",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",197,133,NA," S2 "," 1157 CASTLETON AVENUE ","   "," 10310 ",2,1,3,1," S2 ",42501,433000,2800,2900,1930,154.642857142857
"7536",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",198,13,NA," B2 "," 153 TAYLOR STREET ","   "," 10310 ",2,0,2,1," B2 ",42727,305000,2280,10465,1899,133.771929824561
"7537",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",198,15,NA," B2 "," 151 TAYLOR STREET ","   "," 10310 ",2,0,2,1," B2 ",42727,440000,2376,10500,1899,185.185185185185
"7538",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",200,44,NA," B3 "," 30 DONGAN STREET ","   "," 10310 ",2,0,2,1," B3 ",42709,340000,2116,4477,1910,160.680529300567
"7539",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",200,44,NA," B3 "," 30 DONGAN STREET ","   "," 10310 ",2,0,2,1," B3 ",42457,243000,2116,4477,1910,114.839319470699
"7540",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",201,75,NA," B2 "," 71 DE GROOT PLACE ","   "," 10310 ",2,0,2,1," B2 ",42495,301150,1944,2850,1920,154.912551440329
"7541",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",202,16,NA," B3 "," 20 DE GROOT PLACE ","   "," 10310 ",2,0,2,1," B3 ",42663,365000,1500,4070,1910,243.333333333333
"7542",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",203,20,NA," B3 "," 42 DE GROOT PLACE ","   "," 10310 ",2,0,2,1," B3 ",42632,192660,1500,3080,1899,128.44
"7544",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",208,40,NA," B2 "," 15 CAROLINE STREET ","   "," 10310 ",2,0,2,1," B2 ",42711,440000,1518,4544,1899,289.855072463768
"7545",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",210,26,NA," B2 "," 21 ROE STREET ","   "," 10310 ",2,0,2,1," B2 ",42452,516000,3856,10400,1901,133.817427385892
"7546",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",210,32,NA," B9 "," 9 ROE STREET ","   "," 10310 ",2,0,2,1," B9 ",42583,225200,1350,1215,2001,166.814814814815
"7547",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",214,34,NA," B3 "," 208 DONGAN STREET ","   "," 10310 ",2,0,2,1," B3 ",42563,420000,2200,7250,1899,190.909090909091
"7548",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",215,208,NA," B2 "," 827 POST AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42585,385000,2600,10904,1899,148.076923076923
"7551",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",215,292,NA," B2 "," 863 POST AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42661,171000,1584,1495,1997,107.954545454545
"7553",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",216,71,NA," B9 "," 125 SENECA STREET ","   "," 10310 ",2,0,2,1," B9 ",42739,364000,1192,1806,2004,305.369127516779
"7554",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",216,73,NA," B9 "," 129 SENECA STREET ","   "," 10310 ",2,0,2,1," B9 ",42667,360000,1192,2794,2004,302.013422818792
"7557",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",219,76,NA," B2 "," 161 MYRTLE AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42592,367500,1900,3750,1920,193.421052631579
"7558",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",220,27,NA," B2 "," 186 MYRTLE AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42739,485000,1880,4181,1920,257.978723404255
"7559",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",222,5,NA," B2 "," 345 TAYLOR STREET ","   "," 10310 ",2,0,2,1," B2 ",42482,586191,1500,3350,1987,390.794
"7560",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",222,6,NA," B2 "," 343 TAYLOR STREET ","   "," 10310 ",2,0,2,1," B2 ",42418,357500,2250,3175,1987,158.888888888889
"7561",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",223,87,NA," B2 "," 306 TAYLOR STREET ","   "," 10310 ",2,0,2,1," B2 ",42592,595000,2028,7304,1899,293.392504930966
"7562",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",224,64,NA," B2 "," 642 DELAFIELD AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42528,300000,2324,5000,1899,129.087779690189
"7563",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",227,134,NA," B2 "," 12 RAYMOND PLACE ","   "," 10310 ",2,0,2,1," B2 ",42508,836958,2958,5985,2005,282.947261663286
"7564",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",228,1,NA," B2 "," 45 FLOYD STREET ","   "," 10310 ",2,0,2,1," B2 ",42690,515000,2400,3900,1920,214.583333333333
"7565",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",236,10,NA," B2 "," 87 DUBOIS AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42412,420000,3168,5782,1920,132.575757575758
"7566",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",236,55,NA," B2 "," 24 GREENLEAF AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42675,576800,3469,5000,1910,166.27270106659
"7567",5," WEST NEW BRIGHTON "," 02 TWO FAMILY DWELLINGS                     "," 1 ",238,14,NA," B2 "," 54 DUBOIS AVENUE ","   "," 10310 ",2,0,2,1," B2 ",42466,238500,2152,2800,1899,110.827137546468
"7569",5," WEST NEW BRIGHTON "," 03 THREE FAMILY DWELLINGS                   "," 1 ",223,57,NA," C0 "," 666 CARY AVENUE ","   "," 10310 ",3,0,3,1," C0 ",42720,300000,3300,2775,1950,90.9090909090909
"7592",5," WEST NEW BRIGHTON "," 07 RENTALS - WALKUP APARTMENTS              "," 2A ",136,46,NA," C3 "," 468 HOYT AVENUE ","   "," 10301 ",4,0,4,2," C3 ",42627,1150000,3424,5250,1920,335.864485981308
"7593",5," WEST NEW BRIGHTON "," 07 RENTALS - WALKUP APARTMENTS              "," 2A ",200,18,NA," C2 "," 73 BODINE STREET ","   "," 10310 ",6,0,6,2," C2 ",42473,1325000,6400,6150,1930,207.03125
"7606",5," WEST NEW BRIGHTON "," 14 RENTALS - 4-10 UNIT                      "," 2A ",132,297,NA," S3 "," 100-102 HART BOULEVARD ","   "," 10301 ",3,1,4,2," S3 ",42466,1100000,6284,11484,1937,175.047740292807
"7607",5," WEST NEW BRIGHTON "," 21 OFFICE BUILDINGS                         "," 4 ",208,7,NA," O5 "," 501 CARY AVENUE ","   "," 10310 ",0,2,2,4," O5 ",42647,950000,5200,8025,1962,182.692307692308
"7609",5," WEST NEW BRIGHTON "," 22 STORE BUILDINGS                          "," 4 ",151,67,NA," K2 "," 803 CASTLETON AVENUE ","   "," 10310 ",0,2,2,4," K2 ",42516,345000,1600,2020,1930,215.625
"7611",5," WEST NEW BRIGHTON "," 22 STORE BUILDINGS                          "," 4 ",205,1,NA," K5 "," 1872 RICHMOND TERRACE ","   "," 10310 ",0,2,2,4," K5 ",42690,425000,2545,12800,1950,166.994106090373
"7613",5," WEST NEW BRIGHTON "," 22 STORE BUILDINGS                          "," 4 ",210,41,NA," K1 "," 1160 CASTLETON AVENUE ","   "," 10310 ",0,1,1,4," K1 ",42501,1100000,4200,10720,1930,261.904761904762
"7614",5," WEST NEW BRIGHTON "," 27 FACTORIES                                "," 4 ",186,160,NA," F9 "," 147 WAYNE STREET ","   "," 10310 ",0,5,5,4," F5 ",42649,2400000,13600,26941,1931,176.470588235294
"7615",5," WEST NEW BRIGHTON "," 27 FACTORIES                                "," 4 ",187,42,NA," O1 "," 1632 RICHMOND TERRACE ","   "," 10310 ",0,1,1,4," F5 ",42720,2350000,6040,46034,1950,389.072847682119
"7616",5," WEST NEW BRIGHTON "," 27 FACTORIES                                "," 4 ",187,52,NA," F9 "," 1610 RICHMOND TERRACE ","   "," 10310 ",0,3,3,4," F9 ",42495,825000,14800,8000,1930,55.7432432432432
"7617",5," WEST NEW BRIGHTON "," 27 FACTORIES                                "," 4 ",195,27,NA," F9 "," 805 HENDERSON AVENUE ","   "," 10310 ",0,1,1,4," F5 ",42662,290000,2820,4700,1940,102.836879432624
"7622",5," WEST NEW BRIGHTON "," 29 COMMERCIAL GARAGES                       "," 4 ",187,148,NA," G2 "," 14 VAN STREET ","   "," 10310 ",0,1,1,4," G2 ",42650,650000,2666,6885,1930,243.810952738185
"7630",5," WEST NEW BRIGHTON "," 29 COMMERCIAL GARAGES                       "," 4 ",236,84,NA," G1 "," 161 MARION STREET ","   "," 10310 ",0,1,1,4," G1 ",42510,900000,8000,8600,1940,112.5
